x,y,z,u,v,zeta
0.046875,-0.078125,0.0,-0.78125,1.5625,25.0
0.046875,-0.09375,0.0,-0.78125,1.5625,50.0
0.046875,-0.109375,0.0,-0.78125,1.5625,50.0
0.046875,-0.125,0.0,-0.78125,1.5625,12.5
0.046875,-0.140625,0.0,-0.78125,1.5625,12.5
0.046875,-0.15625,0.0,-0.78125,1.5625,37.5
0.046875,-0.171875,0.0,-0.78125,1.5625,12.5
0.046875,-0.1875,0.0,-0.9765625,1.5625,25.0
0.046875,-0.203125,0.0,-0.9765625,1.5625,25.0
0.046875,-0.21875,0.0,-0.78125,1.953125,37.5
0.046875,-0.234375,0.0,-0.78125,1.953125,50.0
0.046875,-0.25,0.0,-0.78125,1.953125,-125.0
0.046875,-0.265625,0.0,-0.78125,1.953125,125.0
0.046875,-0.28125,0.0,2.34375,-2.34375,25.0
0.046875,-0.296875,0.0,-1.7578125,1.171875,-12.5
0.046875,-0.3125,0.0,-0.1953125,-3.125,-81.25
0.046875,-0.328125,0.0,1.3671875,1.3671875,-181.25
0.046875,-0.34375,0.0,1.3671875,1.3671875,0.0
0.046875,-0.359375,0.0,1.3671875,1.3671875,18.75
0.046875,-0.375,0.0,-2.1484375,0.78125,156.25
0.046875,-0.390625,0.0,-0.1953125,-2.34375,137.5
0.046875,-0.40625,0.0,-0.1953125,-2.34375,-6.25
0.046875,-0.421875,0.0,0.1953125,-0.9765625,-93.75
0.046875,-0.4375,0.0,0.1953125,-0.5859375,-118.75
0.046875,-0.453125,0.0,2.734375,0.390625,-162.5
0.046875,-0.46875,0.0,3.125,1.7578125,-112.5
0.046875,-0.484375,0.0,-0.1953125,1.171875,-106.25
0.046875,-0.5,0.0,-0.1953125,1.171875,25.0
0.046875,-0.515625,0.0,-0.1953125,1.171875,56.25
0.046875,-0.53125,0.0,1.3671875,0.1953125,31.25
0.046875,-0.546875,0.0,1.3671875,0.1953125,0.0
0.046875,-0.5625,0.0,1.3671875,0.1953125,31.25
0.046875,-0.578125,0.0,0.5859375,-0.78125,187.5
0.046875,-0.59375,0.0,0.1953125,0.1953125,131.25
0.046875,-0.609375,0.0,0.1953125,0.1953125,12.5
0.046875,-0.625,0.0,-2.1484375,-0.5859375,-75.0
0.046875,-0.640625,0.0,0.0,0.5859375,-31.25
0.046875,-0.65625,0.0,1.7578125,0.390625,106.25
0.046875,-0.671875,0.0,1.7578125,0.390625,237.5
0.046875,-0.6875,0.0,0.9765625,-1.953125,-300.0
0.046875,-0.703125,0.0,-2.734375,2.34375,-331.25
0.046875,-0.71875,0.0,-0.1953125,1.3671875,25.0
0.046875,-0.734375,0.0,0.1953125,2.734375,-37.5
0.046875,-0.75,0.0,2.9296875,2.1484375,193.75
0.046875,-0.765625,0.0,-1.3671875,1.7578125,-6.25
0.046875,-0.78125,0.0,1.3671875,1.953125,193.75
0.046875,-0.796875,0.0,1.3671875,1.953125,112.5
0.046875,-0.8125,0.0,1.3671875,1.953125,0.0
0.046875,-0.828125,0.0,1.3671875,1.953125,-212.5
0.046875,-0.84375,0.0,0.5859375,1.953125,62.5
0.046875,-0.859375,0.0,2.734375,-0.78125,-25.0
0.046875,-0.875,0.0,0.5859375,1.953125,-106.25
0.046875,-0.890625,0.0,-0.5859375,1.7578125,50.0
0.046875,-0.90625,0.0,0.0,0.0,43.75
0.046875,-0.921875,0.0,0.0,0.0,0.0
0.046875,-0.9375,0.0,0.0,0.0,0.0
0.046875,-0.953125,0.0,0.0,0.0,0.0
0.046875,-0.96875,0.0,0.0,0.0,0.0
0.0625,-0.03125,0.0,0.390625,0.0,-62.5
0.0625,-0.046875,0.0,-1.7578125,1.5625,-18.75
0.0625,-0.0625,0.0,-1.7578125,1.7578125,62.5
0.0625,-0.078125,0.0,-1.171875,1.5625,68.75
0.0625,-0.09375,0.0,-1.5625,1.5625,62.5
0.0625,-0.109375,0.0,-1.5625,1.5625,62.5
0.0625,-0.125,0.0,-0.9765625,1.5625,62.5
0.0625,-0.140625,0.0,-0.9765625,1.5625,125.0
0.0625,-0.15625,0.0,-1.3671875,0.0,75.0
0.0625,-0.171875,0.0,-0.9765625,1.5625,12.5
0.0625,-0.1875,0.0,-1.171875,1.5625,43.75
0.0625,-0.203125,0.0,-1.5625,1.7578125,31.25
0.0625,-0.21875,0.0,-1.5625,1.7578125,50.0
0.0625,-0.234375,0.0,-1.5625,1.7578125,43.75
0.0625,-0.25,0.0,1.171875,1.953125,106.25
0.0625,-0.265625,0.0,-0.5859375,0.0,-25.0
0.0625,-0.28125,0.0,-0.390625,2.734375,237.5
0.0625,-0.296875,0.0,0.1953125,-1.953125,62.5
0.0625,-0.3125,0.0,0.1953125,-1.953125,-93.75
0.0625,-0.328125,0.0,1.3671875,1.3671875,6.25
0.0625,-0.34375,0.0,1.3671875,1.3671875,75.0
0.0625,-0.359375,0.0,1.3671875,1.3671875,231.25
0.0625,-0.375,0.0,0.0,-2.734375,31.25
0.0625,-0.390625,0.0,0.0,-2.734375,-37.5
0.0625,-0.40625,0.0,-1.7578125,1.171875,-118.75
0.0625,-0.421875,0.0,-0.5859375,-0.1953125,31.25
0.0625,-0.4375,0.0,0.0,-0.1953125,-93.75
0.0625,-0.453125,0.0,1.7578125,2.34375,-18.75
0.0625,-0.46875,0.0,1.7578125,2.34375,87.5
0.0625,-0.484375,0.0,1.7578125,2.34375,-68.75
0.0625,-0.5,0.0,-0.5859375,0.5859375,112.5
0.0625,-0.515625,0.0,-0.5859375,0.78125,-100.0
0.0625,-0.53125,0.0,1.3671875,0.1953125,156.25
0.0625,-0.546875,0.0,1.3671875,0.1953125,-75.0
0.0625,-0.5625,0.0,1.3671875,0.1953125,237.5
0.0625,-0.578125,0.0,-2.34375,0.1953125,187.5
0.0625,-0.59375,0.0,-2.34375,0.1953125,187.5
0.0625,-0.609375,0.0,0.390625,-0.5859375,-237.5
0.0625,-0.625,0.0,0.1953125,2.5390625,12.5
0.0625,-0.640625,0.0,0.0,0.5859375,137.5
0.0625,-0.65625,0.0,0.9765625,-1.7578125,112.5
0.0625,-0.671875,0.0,0.0,0.5859375,118.75
0.0625,-0.6875,0.0,0.9765625,-1.953125,181.25
0.0625,-0.703125,0.0,0.78125,-3.125,-187.5
0.0625,-0.71875,0.0,0.78125,-3.125,-118.75
0.0625,-0.734375,0.0,0.390625,-1.3671875,-68.75
0.0625,-0.75,0.0,0.390625,-1.3671875,162.5
0.0625,-0.765625,0.0,0.390625,-1.3671875,-162.5
0.0625,-0.78125,0.0,0.0,0.1953125,-18.75
0.0625,-0.796875,0.0,1.3671875,1.953125,131.25
0.0625,-0.8125,0.0,1.3671875,1.953125,175.0
0.0625,-0.828125,0.0,1.3671875,1.953125,-68.75
0.0625,-0.84375,0.0,-0.5859375,1.7578125,168.75
0.0625,-0.859375,0.0,-0.5859375,-0.9765625,300.0
0.0625,-0.875,0.0,-0.5859375,-0.9765625,75.0
0.0625,-0.890625,0.0,-0.5859375,-0.9765625,-31.25
0.0625,-0.90625,0.0,0.1953125,0.0,-31.25
0.0625,-0.921875,0.0,0.0,0.0,0.0
0.0625,-0.9375,0.0,0.0,0.0,0.0
0.0625,-0.953125,0.0,0.0,0.0,0.0
0.0625,-0.96875,0.0,0.0,0.0,0.0
0.078125,-0.03125,0.0,-1.953125,1.7578125,162.5
0.078125,-0.046875,0.0,-1.953125,1.7578125,25.0
0.078125,-0.0625,0.0,-1.7578125,1.7578125,12.5
0.078125,-0.078125,0.0,-1.7578125,1.7578125,-181.25
0.078125,-0.09375,0.0,-1.7578125,1.5625,43.75
0.078125,-0.109375,0.0,-1.7578125,1.5625,37.5
0.078125,-0.125,0.0,-1.7578125,1.5625,75.0
0.078125,-0.140625,0.0,-1.953125,1.5625,62.5
0.078125,-0.15625,0.0,-1.953125,1.5625,37.5
0.078125,-0.171875,0.0,-1.7578125,1.5625,62.5
0.078125,-0.1875,0.0,-1.7578125,1.5625,43.75
0.078125,-0.203125,0.0,-1.5625,1.7578125,-6.25
0.078125,-0.21875,0.0,-1.5625,1.7578125,0.0
0.078125,-0.234375,0.0,-1.5625,1.7578125,-12.5
0.078125,-0.25,0.0,-1.5625,2.1484375,231.25
0.078125,-0.265625,0.0,-0.78125,0.0,-93.75
0.078125,-0.28125,0.0,-0.390625,2.734375,-150.0
0.078125,-0.296875,0.0,-0.390625,2.734375,-25.0
0.078125,-0.3125,0.0,-0.390625,2.734375,137.5
0.078125,-0.328125,0.0,-0.390625,2.734375,287.5
0.078125,-0.34375,0.0,0.1953125,-1.953125,-50.0
0.078125,-0.359375,0.0,-0.1953125,2.34375,50.0
0.078125,-0.375,0.0,-0.5859375,0.78125,106.25
0.078125,-0.390625,0.0,-1.5625,0.5859375,175.0
0.078125,-0.40625,0.0,0.390625,-1.171875,-81.25
0.078125,-0.421875,0.0,0.390625,-1.171875,-62.5
0.078125,-0.4375,0.0,0.390625,-1.171875,-137.5
0.078125,-0.453125,0.0,1.7578125,2.34375,12.5
0.078125,-0.46875,0.0,1.7578125,2.34375,25.0
0.078125,-0.484375,0.0,1.7578125,2.34375,12.5
0.078125,-0.5,0.0,-1.171875,2.34375,0.0
0.078125,-0.515625,0.0,1.5625,0.390625,25.0
0.078125,-0.53125,0.0,-0.78125,-2.734375,6.25
0.078125,-0.546875,0.0,2.5390625,2.5390625,-168.75
0.078125,-0.5625,0.0,-2.34375,0.1953125,0.0
0.078125,-0.578125,0.0,-2.34375,0.1953125,0.0
0.078125,-0.59375,0.0,-2.34375,0.1953125,-37.5
0.078125,-0.609375,0.0,2.734375,1.3671875,-112.5
0.078125,-0.625,0.0,-2.9296875,-0.9765625,-125.0
0.078125,-0.640625,0.0,0.0,0.5859375,-12.5
0.078125,-0.65625,0.0,0.0,0.5859375,0.0
0.078125,-0.671875,0.0,0.0,0.5859375,-162.5
0.078125,-0.6875,0.0,0.0,0.5859375,18.75
0.078125,-0.703125,0.0,0.78125,-3.125,6.25
0.078125,-0.71875,0.0,0.78125,-3.125,-43.75
0.078125,-0.734375,0.0,0.390625,-1.3671875,-56.25
0.078125,-0.75,0.0,0.390625,-1.3671875,0.0
0.078125,-0.765625,0.0,0.390625,-1.3671875,-50.0
0.078125,-0.78125,0.0,0.0,0.1953125,12.5
0.078125,-0.796875,0.0,-1.5625,-1.7578125,250.0
0.078125,-0.8125,0.0,-1.3671875,-1.7578125,150.0
0.078125,-0.828125,0.0,2.5390625,-0.5859375,0.0
0.078125,-0.84375,0.0,-0.5859375,-0.9765625,-75.0
0.078125,-0.859375,0.0,-0.5859375,-0.9765625,-87.5
0.078125,-0.875,0.0,-0.5859375,-0.9765625,-87.5
0.078125,-0.890625,0.0,-0.5859375,-0.9765625,-31.25
0.078125,-0.90625,0.0,0.0,0.0,-43.75
0.078125,-0.921875,0.0,0.0,0.0,0.0
0.078125,-0.9375,0.0,0.0,0.0,0.0
0.078125,-0.953125,0.0,0.0,0.0,0.0
0.078125,-0.96875,0.0,0.0,0.0,0.0
0.09375,-0.03125,0.0,-2.1484375,1.7578125,37.5
0.09375,-0.046875,0.0,-2.1484375,1.5625,31.25
0.09375,-0.0625,0.0,-1.953125,1.5625,118.75
0.09375,-0.078125,0.0,1.7578125,-0.5859375,50.0
0.09375,-0.09375,0.0,-2.1484375,1.5625,-18.75
0.09375,-0.109375,0.0,-2.1484375,1.5625,37.5
0.09375,-0.125,0.0,-2.1484375,1.5625,37.5
0.09375,-0.140625,0.0,-1.953125,1.5625,25.0
0.09375,-0.15625,0.0,-1.953125,1.5625,12.5
0.09375,-0.171875,0.0,-1.953125,1.5625,12.5
0.09375,-0.1875,0.0,-1.953125,1.5625,6.25
0.09375,-0.203125,0.0,-1.5625,1.7578125,18.75
0.09375,-0.21875,0.0,-1.5625,1.7578125,25.0
0.09375,-0.234375,0.0,-1.5625,1.7578125,12.5
0.09375,-0.25,0.0,-1.5625,2.1484375,-193.75
0.09375,-0.265625,0.0,0.5859375,-0.390625,156.25
0.09375,-0.28125,0.0,0.5859375,-0.390625,-87.5
0.09375,-0.296875,0.0,0.5859375,-0.390625,-75.0
0.09375,-0.3125,0.0,-1.953125,-0.78125,-6.25
0.09375,-0.328125,0.0,-0.78125,-2.9296875,25.0
0.09375,-0.34375,0.0,2.34375,-0.390625,75.0
0.09375,-0.359375,0.0,-0.78125,-2.9296875,-81.25
0.09375,-0.375,0.0,-0.78125,-2.9296875,-6.25
0.09375,-0.390625,0.0,-1.7578125,1.171875,18.75
0.09375,-0.40625,0.0,0.390625,-1.171875,75.0
0.09375,-0.421875,0.0,0.390625,-1.171875,0.0
0.09375,-0.4375,0.0,0.390625,-1.171875,-68.75
0.09375,-0.453125,0.0,-0.1953125,0.9765625,125.0
0.09375,-0.46875,0.0,1.3671875,-1.171875,-18.75
0.09375,-0.484375,0.0,1.5625,0.390625,-31.25
0.09375,-0.5,0.0,0.390625,0.9765625,-112.5
0.09375,-0.515625,0.0,1.5625,0.390625,118.75
0.09375,-0.53125,0.0,0.1953125,2.734375,-131.25
0.09375,-0.546875,0.0,2.5390625,2.5390625,131.25
0.09375,-0.5625,0.0,2.5390625,2.5390625,-237.5
0.09375,-0.578125,0.0,-2.34375,0.1953125,75.0
0.09375,-0.59375,0.0,-2.34375,0.1953125,-37.5
0.09375,-0.609375,0.0,2.734375,1.3671875,62.5
0.09375,-0.625,0.0,2.5390625,1.3671875,-62.5
0.09375,-0.640625,0.0,-0.5859375,-0.1953125,75.0
0.09375,-0.65625,0.0,0.9765625,1.3671875,112.5
0.09375,-0.671875,0.0,2.5390625,-1.3671875,-75.0
0.09375,-0.6875,0.0,2.5390625,-1.3671875,-162.5
0.09375,-0.703125,0.0,2.5390625,-1.3671875,231.25
0.09375,-0.71875,0.0,0.5859375,-2.734375,187.5
0.09375,-0.734375,0.0,0.390625,-1.3671875,-143.75
0.09375,-0.75,0.0,0.390625,-1.3671875,-100.0
0.09375,-0.765625,0.0,0.390625,-1.3671875,-25.0
0.09375,-0.78125,0.0,0.0,0.1953125,-118.75
0.09375,-0.796875,0.0,-1.5625,2.34375,-68.75
0.09375,-0.8125,0.0,-1.5625,2.34375,-200.0
0.09375,-0.828125,0.0,0.9765625,1.171875,262.5
0.09375,-0.84375,0.0,0.78125,2.734375,25.0
0.09375,-0.859375,0.0,0.78125,2.734375,75.0
0.09375,-0.875,0.0,0.78125,2.734375,31.25
0.09375,-0.890625,0.0,-0.5859375,-0.9765625,87.5
0.09375,-0.90625,0.0,0.390625,0.0,-31.25
0.09375,-0.921875,0.0,0.0,0.0,0.0
0.09375,-0.9375,0.0,0.0,0.0,0.0
0.09375,-0.953125,0.0,0.0,0.0,0.0
0.09375,-0.96875,0.0,0.0,0.0,0.0
0.109375,-0.03125,0.0,-2.34375,1.7578125,25.0
0.109375,-0.046875,0.0,-2.34375,1.7578125,25.0
0.109375,-0.0625,0.0,-2.5390625,1.7578125,-162.5
0.109375,-0.078125,0.0,-2.5390625,1.7578125,275.0
0.109375,-0.09375,0.0,-2.5390625,1.7578125,31.25
0.109375,-0.109375,0.0,-2.34375,1.5625,18.75
0.109375,-0.125,0.0,-2.34375,1.5625,12.5
0.109375,-0.140625,0.0,-2.34375,1.5625,25.0
0.109375,-0.15625,0.0,-2.1484375,1.5625,12.5
0.109375,-0.171875,0.0,-1.953125,1.5625,12.5
0.109375,-0.1875,0.0,-1.953125,1.5625,0.0
0.109375,-0.203125,0.0,-1.953125,1.953125,25.0
0.109375,-0.21875,0.0,-1.953125,1.953125,25.0
0.109375,-0.234375,0.0,-1.953125,1.953125,125.0
0.109375,-0.25,0.0,2.5390625,-1.171875,-43.75
0.109375,-0.265625,0.0,-1.953125,1.3671875,-37.5
0.109375,-0.28125,0.0,0.9765625,0.390625,193.75
0.109375,-0.296875,0.0,0.9765625,0.390625,162.5
0.109375,-0.3125,0.0,0.9765625,0.390625,131.25
0.109375,-0.328125,0.0,-0.9765625,-2.9296875,206.25
0.109375,-0.34375,0.0,-0.9765625,-2.9296875,-50.0
0.109375,-0.359375,0.0,2.34375,0.1953125,-337.5
0.109375,-0.375,0.0,-2.5390625,1.3671875,131.25
0.109375,-0.390625,0.0,-2.734375,-0.390625,-6.25
0.109375,-0.40625,0.0,0.390625,-1.171875,112.5
0.109375,-0.421875,0.0,0.390625,-1.171875,0.0
0.109375,-0.4375,0.0,0.390625,-1.171875,-68.75
0.109375,-0.453125,0.0,-0.1953125,0.9765625,37.5
0.109375,-0.46875,0.0,2.34375,-2.34375,193.75
0.109375,-0.484375,0.0,1.171875,-1.953125,-56.25
0.109375,-0.5,0.0,0.5859375,-1.7578125,143.75
0.109375,-0.515625,0.0,-1.171875,-2.9296875,-181.25
0.109375,-0.53125,0.0,0.1953125,2.734375,93.75
0.109375,-0.546875,0.0,0.5859375,0.390625,206.25
0.109375,-0.5625,0.0,2.5390625,2.5390625,118.75
0.109375,-0.578125,0.0,-2.34375,0.1953125,-125.0
0.109375,-0.59375,0.0,-2.34375,0.1953125,-156.25
0.109375,-0.609375,0.0,1.171875,-1.171875,131.25
0.109375,-0.625,0.0,-1.171875,-0.390625,75.0
0.109375,-0.640625,0.0,-1.171875,-0.390625,-56.25
0.109375,-0.65625,0.0,-1.171875,-1.7578125,168.75
0.109375,-0.671875,0.0,2.5390625,-1.3671875,337.5
0.109375,-0.6875,0.0,2.5390625,-1.3671875,137.5
0.109375,-0.703125,0.0,-2.1484375,2.5390625,175.0
0.109375,-0.71875,0.0,-2.1484375,2.5390625,162.5
0.109375,-0.734375,0.0,1.953125,2.9296875,-112.5
0.109375,-0.75,0.0,1.953125,2.9296875,-12.5
0.109375,-0.765625,0.0,0.0,0.1953125,150.0
0.109375,-0.78125,0.0,0.0,0.1953125,193.75
0.109375,-0.796875,0.0,-1.5625,-1.953125,68.75
0.109375,-0.8125,0.0,2.34375,-1.953125,-268.75
0.109375,-0.828125,0.0,-1.7578125,-1.3671875,156.25
0.109375,-0.84375,0.0,-1.7578125,-1.3671875,162.5
0.109375,-0.859375,0.0,-1.7578125,-1.3671875,31.25
0.109375,-0.875,0.0,0.78125,2.734375,0.0
0.109375,-0.890625,0.0,-0.5859375,-0.9765625,31.25
0.109375,-0.90625,0.0,0.0,0.5859375,-6.25
0.109375,-0.921875,0.0,0.0,0.0,18.75
0.109375,-0.9375,0.0,0.0,0.0,0.0
0.109375,-0.953125,0.0,0.0,0.0,0.0
0.109375,-0.96875,0.0,0.0,0.0,0.0
0.125,-0.03125,0.0,-2.5390625,1.7578125,25.0
0.125,-0.046875,0.0,-2.5390625,1.7578125,-56.25
0.125,-0.0625,0.0,0.5859375,-2.34375,-200.0
0.125,-0.078125,0.0,-2.5390625,1.7578125,-118.75
0.125,-0.09375,0.0,-2.5390625,1.7578125,18.75
0.125,-0.109375,0.0,-2.34375,1.5625,18.75
0.125,-0.125,0.0,-2.34375,1.5625,12.5
0.125,-0.140625,0.0,-2.34375,1.5625,12.5
0.125,-0.15625,0.0,-2.1484375,1.5625,12.5
0.125,-0.171875,0.0,-2.1484375,1.5625,25.0
0.125,-0.1875,0.0,-2.1484375,1.5625,12.5
0.125,-0.203125,0.0,-2.1484375,1.953125,0.0
0.125,-0.21875,0.0,-1.953125,1.953125,12.5
0.125,-0.234375,0.0,-1.953125,1.953125,62.5
0.125,-0.25,0.0,-0.5859375,0.390625,431.25
0.125,-0.265625,0.0,0.390625,-1.7578125,-31.25
0.125,-0.28125,0.0,-1.953125,1.3671875,87.5
0.125,-0.296875,0.0,-1.953125,1.3671875,-18.75
0.125,-0.3125,0.0,-2.34375,-1.5625,-18.75
0.125,-0.328125,0.0,-2.34375,-1.5625,50.0
0.125,-0.34375,0.0,1.5625,0.78125,68.75
0.125,-0.359375,0.0,2.34375,0.1953125,-18.75
0.125,-0.375,0.0,-2.5390625,1.3671875,6.25
0.125,-0.390625,0.0,-0.390625,-1.171875,-75.0
0.125,-0.40625,0.0,-0.9765625,-0.9765625,37.5
0.125,-0.421875,0.0,0.390625,1.5625,-81.25
0.125,-0.4375,0.0,0.390625,1.5625,37.5
0.125,-0.453125,0.0,-0.1953125,0.390625,0.0
0.125,-0.46875,0.0,-0.1953125,0.390625,181.25
0.125,-0.484375,0.0,2.1484375,0.5859375,-93.75
0.125,-0.5,0.0,-1.3671875,2.5390625,-150.0
0.125,-0.515625,0.0,2.1484375,0.5859375,-43.75
0.125,-0.53125,0.0,-2.9296875,-0.390625,193.75
0.125,-0.546875,0.0,-0.5859375,0.0,-50.0
0.125,-0.5625,0.0,0.78125,0.78125,87.5
0.125,-0.578125,0.0,0.78125,0.78125,-100.0
0.125,-0.59375,0.0,0.78125,0.78125,-187.5
0.125,-0.609375,0.0,0.9765625,0.390625,25.0
0.125,-0.625,0.0,0.9765625,0.390625,-137.5
0.125,-0.640625,0.0,0.9765625,0.390625,-112.5
0.125,-0.65625,0.0,-1.171875,-0.390625,-156.25
0.125,-0.671875,0.0,-2.9296875,0.5859375,218.75
0.125,-0.6875,0.0,-1.5625,-1.7578125,112.5
0.125,-0.703125,0.0,-2.1484375,2.5390625,-112.5
0.125,-0.71875,0.0,-2.1484375,2.5390625,12.5
0.125,-0.734375,0.0,1.953125,2.9296875,112.5
0.125,-0.75,0.0,1.953125,2.9296875,193.75
0.125,-0.765625,0.0,-0.5859375,0.78125,12.5
0.125,-0.78125,0.0,-1.953125,-2.1484375,212.5
0.125,-0.796875,0.0,-1.5625,-1.953125,18.75
0.125,-0.8125,0.0,2.34375,-1.953125,-18.75
0.125,-0.828125,0.0,-1.7578125,-1.3671875,-18.75
0.125,-0.84375,0.0,-1.7578125,-1.3671875,0.0
0.125,-0.859375,0.0,-1.7578125,-1.3671875,-50.0
0.125,-0.875,0.0,0.5859375,0.1953125,-18.75
0.125,-0.890625,0.0,0.0,0.0,-75.0
0.125,-0.90625,0.0,0.0,0.5859375,-25.0
0.125,-0.921875,0.0,0.0,0.0,31.25
0.125,-0.9375,0.0,0.0,0.0,0.0
0.125,-0.953125,0.0,0.0,0.0,0.0
0.125,-0.96875,0.0,0.0,0.0,0.0
0.140625,-0.03125,0.0,-2.734375,1.7578125,287.5
0.140625,-0.046875,0.0,0.5859375,-2.5390625,150.0
0.140625,-0.0625,0.0,0.5859375,-2.5390625,-181.25
0.140625,-0.078125,0.0,-2.734375,1.5625,-118.75
0.140625,-0.09375,0.0,-2.734375,1.5625,12.5
0.140625,-0.109375,0.0,-2.5390625,1.5625,12.5
0.140625,-0.125,0.0,-2.5390625,1.5625,12.5
0.140625,-0.140625,0.0,-2.5390625,1.5625,12.5
0.140625,-0.15625,0.0,-2.34375,1.5625,12.5
0.140625,-0.171875,0.0,-2.34375,1.5625,12.5
0.140625,-0.1875,0.0,-2.34375,1.5625,0.0
0.140625,-0.203125,0.0,-2.1484375,1.953125,-75.0
0.140625,-0.21875,0.0,-2.1484375,1.953125,37.5
0.140625,-0.234375,0.0,-2.1484375,1.953125,31.25
0.140625,-0.25,0.0,-2.34375,2.1484375,-68.75
0.140625,-0.265625,0.0,-1.953125,1.3671875,0.0
0.140625,-0.28125,0.0,-1.953125,1.3671875,-75.0
0.140625,-0.296875,0.0,2.734375,0.1953125,-262.5
0.140625,-0.3125,0.0,2.734375,0.1953125,0.0
0.140625,-0.328125,0.0,-2.9296875,-1.7578125,93.75
0.140625,-0.34375,0.0,-2.9296875,-1.5625,225.0
0.140625,-0.359375,0.0,2.34375,0.1953125,-137.5
0.140625,-0.375,0.0,-1.953125,2.734375,6.25
0.140625,-0.390625,0.0,-0.390625,-1.171875,112.5
0.140625,-0.40625,0.0,-1.5625,2.34375,-68.75
0.140625,-0.421875,0.0,0.390625,2.1484375,6.25
0.140625,-0.4375,0.0,0.390625,2.1484375,125.0
0.140625,-0.453125,0.0,0.390625,2.1484375,0.0
0.140625,-0.46875,0.0,-0.5859375,0.9765625,156.25
0.140625,-0.484375,0.0,1.5625,-1.953125,187.5
